TIPO_DE_ELECCIÓN:,DIPUTADOS DISTRITALES
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
706,706,100.0000,704,99.7167,2,261831,198899,75.9646

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,U R N G - MAIZ,TODOS,WINAQ,CABAL,UNE,P A N,VICTORIA,VAMOS,PIN,PHG,CREO,VALOR UNIONISTA,MLP,ELEFANTE,UR,CAMBIO,PODEMOS,SEMILLA,FCN-NACION,VIVA,VOS,MI FAMILIA,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
9343,"Sololá",7,"Nahualá",5,1145,380,1,1,0,102,12,0,2,124,0,0,2,1,3,0,0,0,0,0,1,2,7,0,258,24,32,314,0,314,--,380,66,258,314,314,Algún campo sin dato,1,06f9d80b063b581f017e90de72eea0b5fc8ecd3ba8a20171930100d9ddc6f5b2,26/06/2023 02:05:05,ESCANER
9344,"Sololá",7,"Nahualá",5,1145,380,0,1,0,113,15,2,5,119,0,0,0,0,0,0,1,2,1,0,0,4,7,0,270,12,45,327,0,327,--,380,53,270,327,327,Algún campo sin dato,1,71cbf8800bf1c8afb819d21121b8158cc9827fa55eebe37866a46ce99f017ea8,26/06/2023 00:04:29,ESCANER
9345,"Sololá",7,"Nahualá",5,1146,380,2,2,1,95,11,0,7,127,0,0,1,1,1,0,0,0,1,2,0,5,4,0,260,15,20,295,0,295,--,380,85,260,295,295,Algún campo sin dato,1,738ca3b2b25161cc2562da070d412a0b564fde337f340c53fd3dd5d9cd6cef83,26/06/2023 01:05:46,ESCANER
9346,"Sololá",7,"Nahualá",5,1146,212,0,1,1,56,3,0,3,64,0,0,0,2,1,0,1,1,1,0,0,4,3,0,141,5,7,153,0,153,--,212,59,141,153,153,Algún campo sin dato,1,b39c55b2ffeff7c7f17937178a81e7e8c618748f27c8322f5cd42f2f67fd04e0,25/06/2023 22:36:29,ESCANER
9347,"Sololá",7,"Nahualá",5,1146,212,0,0,0,50,4,0,3,67,0,0,0,0,1,0,0,0,1,0,1,3,1,0,131,5,11,147,0,147,--,212,65,131,147,147,Algún campo sin dato,1,1dda1477ed1d81a41818d3ff4634eaf9c26f0d05cd7a3e8a8d6d8a091a85e249,25/06/2023 21:55:56,ESCANER
9348,"Sololá",7,"Nahualá",5,1147,380,5,9,1,63,8,0,22,72,0,0,1,0,3,0,0,1,1,1,0,24,20,1,232,17,47,296,0,296,--,380,84,232,296,296,Algún campo sin dato,1,7459edb2772204c59f7ffdf89a2c98f6931240424b2170a01a0ca751656abc4e,26/06/2023 02:07:07,ESCANER
9349,"Sololá",7,"Nahualá",5,1147,380,7,9,0,72,10,0,17,62,1,0,0,1,7,0,0,0,0,4,1,19,20,1,231,25,58,314,0,314,--,380,66,231,314,314,Algún campo sin dato,1,263ba406faf45b20ec35a4e18fabcc3530f35921d77cc0bd41099f2caf3af0ab,26/06/2023 00:47:53,ESCANER
9350,"Sololá",7,"Nahualá",5,1147,380,3,10,0,66,4,0,13,45,0,2,4,0,4,1,1,0,0,0,0,27,16,0,196,22,39,257,0,257,--,380,123,196,257,257,Algún campo sin dato,1,bedd36f9be939adb6c8b58b0645e34ba5ffd05699bb1234a0b4812a949b34e0a,25/06/2023 22:42:59,ESCANER
9351,"Sololá",7,"Nahualá",5,1148,297,6,4,3,57,2,0,13,55,0,0,0,0,1,0,0,0,0,1,0,18,19,0,179,19,18,216,0,216,--,294,78,179,216,216,Algún campo sin dato,1,aeb972a116110a1dc651ee1cf90b8c273b84c0c3a65cf936431cbc529401e751,26/06/2023 01:43:05,ESCANER
9352,"Sololá",7,"Nahualá",5,1148,296,2,6,1,45,0,0,17,47,0,0,0,0,5,1,0,0,1,3,0,17,12,0,157,13,14,184,0,184,--,296,112,157,184,184,Algún campo sin dato,1,4eadb99ba4499f221ee9a3f76f92da25848646a6b8b2fc132bdb81ae3d655ac9,26/06/2023 01:26:27,ESCANER
9353,"Sololá",7,"Nahualá",5,1149,350,3,1,0,70,2,0,18,107,0,0,1,2,2,0,0,0,0,10,1,1,9,0,227,17,48,292,0,292,--,350,58,227,292,292,Algún campo sin dato,1,fd453df0401624942ae3d172d474d85c629a02b0cdc8f57d7abcdd2027b5ff06,26/06/2023 02:06:44,ESCANER
9354,"Sololá",7,"Nahualá",5,1149,350,3,0,1,78,3,0,25,87,1,1,1,1,1,0,1,0,0,4,0,2,5,0,214,15,32,261,0,261,--,350,89,214,261,261,Algún campo sin dato,1,7c618a90f00d5581a21adff183c2ca317357fd0a10b986c249f6cc5a279f12a5,26/06/2023 02:08:39,ESCANER
9355,"Sololá",7,"Nahualá",5,1150,286,2,0,0,41,1,2,1,141,0,0,0,0,0,0,3,0,0,0,1,2,1,0,195,29,37,261,0,--,--,286,25,195,261,261,Algún campo sin dato,1,4548712f0e60af8d25c3b22c000700bcd21e50838916a8f4566d210013227627,26/06/2023 03:34:10,ESCANER
9356,"Sololá",7,"Nahualá",5,1150,286,2,0,0,35,1,0,1,157,0,1,1,0,0,0,1,1,0,0,0,0,1,0,201,12,11,224,0,224,--,286,62,201,224,224,Algún campo sin dato,1,7b9ff14d51221706b37901e9daa0566b1e7efc19b07bdc9757f24d0526275047,26/06/2023 03:46:24,ESCANER
9357,"Sololá",7,"Nahualá",5,1151,333,1,1,0,20,2,0,2,11,0,0,0,1,5,0,0,0,0,2,0,1,1,0,47,5,9,61,0,61,--,333,272,47,61,61,Algún campo sin dato,1,cd56551d389aaa1f7ac03f4d294217a704ad7a80c4a334996f105d480386ef51,25/06/2023 21:50:00,ESCANER
9358,"Sololá",7,"Nahualá",5,1151,333,1,0,1,15,0,0,4,7,0,0,0,0,4,1,0,0,0,1,0,0,1,0,35,4,6,45,0,45,--,333,288,35,45,45,Algún campo sin dato,1,71c6e4306944191cf065bee53f2ac0250c9cb012aa8fd0c0f74621565cb321f2,25/06/2023 21:21:45,ESCANER
9359,"Sololá",7,"Santa Catarina Ixtahuacán",6,1152,400,13,0,10,59,20,0,0,107,0,0,1,0,0,1,0,0,5,3,0,3,4,2,228,37,55,320,0,320,0,399,79,228,320,320,,1,a6e51138eee3846315d72f0305f6edb10c9922b15c50672b5091394f6478c3d7,26/06/2023 02:01:27,ESCANER
9360,"Sololá",7,"Santa Catarina Ixtahuacán",6,1152,400,5,2,14,49,6,0,1,67,0,0,1,0,0,1,0,0,7,6,0,8,2,0,169,58,91,318,0,318,0,400,82,169,318,318,,1,6b4882d11b53ce2e66e6144666a8b74169ea438ad84f33de164e1cf28d0c7a01,26/06/2023 00:30:04,ESCANER
9361,"Sololá",7,"Santa Catarina Ixtahuacán",6,1152,400,11,1,8,78,7,3,1,56,0,0,0,2,0,1,1,0,6,12,1,6,2,2,198,64,81,343,0,343,--,400,57,198,343,343,Algún campo sin dato,1,2da2210b05f9c7e49c9912efc9019dfa9937f1e3b970b2ea185cc773f6749ca3,25/06/2023 23:56:02,ESCANER
9362,"Sololá",7,"Santa Catarina Ixtahuacán",6,1152,400,8,0,8,51,8,0,0,74,0,0,0,0,2,3,1,0,9,7,0,6,4,2,183,52,95,330,0,330,0,400,70,183,330,330,,1,b00703fb7d9ec9066719f9ab69ce894137a7f41c35cb55e522d762f1c930f717,26/06/2023 00:22:37,ESCANER
9363,"Sololá",7,"Santa Catarina Ixtahuacán",6,1152,400,11,2,10,36,8,0,0,58,0,0,0,4,4,0,1,0,1,8,0,5,2,1,151,45,39,235,0,235,--,400,165,151,235,235,Algún campo sin dato,1,6b630bfd1779d4495fa8458cc9d4b15382374edb3611239129e87ac55da99cfc,26/06/2023 00:15:15,ESCANER
9364,"Sololá",7,"Santa Catarina Ixtahuacán",6,1152,400,11,0,15,45,7,0,1,52,0,0,0,1,3,0,0,0,12,10,1,5,4,0,167,52,37,256,0,256,--,400,144,167,256,256,Algún campo sin dato,1,06984df28abdee9458f4a12da9af1813ea1812da10ea0b35431d6f393339f8f1,25/06/2023 23:07:33,ESCANER
9365,"Sololá",7,"Santa Catarina Ixtahuacán",6,1152,224,9,0,6,18,2,1,0,32,0,0,0,0,2,0,0,0,0,7,0,5,2,0,84,21,33,138,0,138,0,224,86,84,138,138,,1,6da42b487217fb5d838649d6e2c2074d59fc4851efe8924185ebec70cd11b80a,25/06/2023 21:31:19,ESCANER
9366,"Sololá",7,"Santa Catarina Ixtahuacán",6,1152,223,6,0,5,18,4,0,3,33,0,0,1,1,0,1,0,0,2,2,1,2,0,0,79,32,23,134,0,134,0,223,89,79,134,134,,1,46f61ba7482b39b8261c9c5400f031b0feacb2e530b6f3d98a89e2fbdc991067,25/06/2023 21:45:03,ESCANER
9367,"Sololá",7,"Santa Catarina Ixtahuacán",6,1153,380,9,1,0,89,6,0,0,149,0,1,0,2,3,0,0,0,0,2,2,1,1,0,266,11,29,306,0,--,0,--,--,266,306,306,Algún campo sin dato,1,cdda873a3c042c529c4fec363aff0da4efdaeec64b0e5b3fb66e59af89a5a5cd,26/06/2023 01:32:42,ESCANER
9368,"Sololá",7,"Santa Catarina Ixtahuacán",6,1153,380,3,1,0,83,8,0,1,136,0,0,0,1,1,0,1,0,1,2,1,1,1,0,241,17,31,289,1,290,0,380,90,241,289,290,,1,6e36de240cf3157fcacf4028c1695efc8deac3e8a75726993764aae58ccd22e3,25/06/2023 23:09:17,ESCANER
9369,"Sololá",7,"Santa Catarina Ixtahuacán",6,1153,380,4,0,1,90,2,0,0,156,0,0,0,1,3,0,1,0,2,0,0,1,0,0,261,20,18,299,0,299,--,387,88,261,299,299,Algún campo sin dato,1,283858085477d3319e25bc8cde10a999433526570a06ad6ad427967834d84ae0,25/06/2023 23:18:59,ESCANER
9370,"Sololá",7,"Santa Catarina Ixtahuacán",6,1153,380,1,0,0,84,3,0,0,167,0,0,0,1,1,2,0,0,1,2,0,0,1,0,263,16,19,298,0,298,0,380,82,263,298,298,,1,a67e72543392357ae3c5577ff75e460c49237c75424eb7987130a2a79e8ffe5e,25/06/2023 23:01:54,ESCANER
9371,"Sololá",7,"Santa Catarina Ixtahuacán",6,1153,380,1,0,1,81,3,0,0,146,0,0,1,0,0,1,0,0,2,0,0,0,1,0,237,15,17,269,0,269,--,191,575,237,269,269,Algún campo sin dato,1,246464f3a0a221b4bf198f436c201ddc178d1fd90f42f1ec85a4f4d31f9bc77c,26/06/2023 01:52:40,ESCANER
9372,"Sololá",7,"Santa Catarina Ixtahuacán",6,1153,380,2,0,0,76,2,0,0,139,0,0,0,0,1,0,0,0,0,2,0,5,0,0,227,8,18,253,0,--,0,380,127,227,253,253,Algún campo sin dato,1,43edd307559e67190dfa8ef3f86c7d50e2c1d26475f35de08532a8f691aeb10d,26/06/2023 00:10:55,ESCANER
9373,"Sololá",7,"Santa Catarina Ixtahuacán",6,1153,380,3,0,3,68,7,1,3,153,0,0,2,0,0,0,0,0,2,0,0,3,0,1,246,12,33,291,0,291,0,370,79,246,291,291,,1,eff5141863de61e854526051ef67edc8bebdf1aa985b43509a5ac299dc854de8,26/06/2023 00:41:21,ESCANER
9374,"Sololá",7,"Santa Catarina Ixtahuacán",6,1153,380,1,2,0,109,5,2,0,142,0,0,0,0,1,0,1,0,0,1,0,1,0,0,265,10,28,303,--,303,0,379,76,265,303,303,Algún campo sin dato,1,a62e703c034e6d7d05fa16b7104ee6cfbc90da83c1c6408e61123b59c35bcd9b,26/06/2023 01:19:48,ESCANER
9375,"Sololá",7,"Santa Catarina Ixtahuacán",6,1153,380,3,0,4,95,3,0,2,111,0,0,0,1,1,2,0,0,2,2,0,1,3,0,230,20,27,277,0,277,0,380,103,230,277,277,,1,e85fab4e9790a59a765178f603e37a00bb52f7e8c0d6f1bea26b9bce0f4c2ec8,25/06/2023 23:46:04,ESCANER
9376,"Sololá",7,"Santa Catarina Ixtahuacán",6,1153,380,9,0,0,91,1,0,0,139,0,0,1,3,0,3,2,0,0,1,0,2,3,0,255,18,17,290,0,--,0,380,90,255,290,290,Algún campo sin dato,1,998941f408efb1fabd271003e9979cd62ce51a7bf27a1ad924c3927fa8a07c6e,26/06/2023 01:52:04,ESCANER
9377,"Sololá",7,"Santa Catarina Ixtahuacán",6,1153,380,8,1,0,84,1,1,1,142,0,1,0,1,1,0,0,1,0,0,0,4,0,0,246,13,12,271,0,271,--,377,106,246,271,271,Algún campo sin dato,1,ad5440c93ea5c3b0ee8b4d7c6b52d9821b3f9be7e42a4dbbc1695b2100eb0ff8,26/06/2023 00:06:26,ESCANER
9378,"Sololá",7,"Santa Catarina Ixtahuacán",6,1153,380,0,1,6,91,8,0,0,134,0,0,0,0,1,1,0,0,0,1,0,2,0,1,246,32,16,294,0,294,0,380,86,246,294,294,,1,5bcd1574949ba569783bbfac65e22083e5cfdc69be7460313616ddc790e8df44,25/06/2023 23:30:45,ESCANER
9379,"Sololá",7,"Santa Catarina Ixtahuacán",6,1154,380,6,0,0,79,6,0,1,133,0,0,0,0,0,1,0,0,0,2,0,4,0,0,232,5,40,380,0,380,0,380,103,232,277,277,Sumas Asentadas sin cuadrar,1,9e8531134c4dc9f1fede05cee91f7350f3f10f7d65ff5646859aaf0b3ad4b32c,26/06/2023 01:19:31,ESCANER
9380,"Sololá",7,"Santa Catarina Ixtahuacán",6,1154,380,2,0,0,75,2,1,2,135,0,0,2,2,1,1,0,0,1,0,0,3,2,0,229,18,19,266,0,266,0,380,114,229,266,266,,1,98b1df65e8f0388b480ca082addf2c1f1bc0886c15c10fc8cf39155556c44ae5,25/06/2023 23:53:18,ESCANER
9381,"Sololá",7,"Santa Catarina Ixtahuacán",6,1155,380,5,0,1,68,0,0,1,152,0,0,0,0,0,0,0,0,3,3,0,3,2,0,238,21,13,272,0,272,0,--,--,238,272,272,Algún campo sin dato,1,54a878a214ba92e15e679fd0d998e6ff75efd9adebf88349dd3237aaf47d6709,25/06/2023 23:56:39,ESCANER
9382,"Sololá",7,"Santa Catarina Ixtahuacán",6,1155,380,9,--,1,68,3,--,1,176,--,--,--,--,--,2,--,--,--,4,--,2,1,--,267,7,7,281,--,--,--,380,99,267,281,281,Algún campo sin dato,1,272514cdf569cb7639763a56c9077feb09bd5ef668e6c2721fee81146b2dfd76,26/06/2023 00:11:52,ESCANER
9383,"Sololá",7,"Santa Catarina Ixtahuacán",6,1156,380,5,0,0,63,0,0,3,168,0,0,0,0,0,1,0,0,2,2,0,1,3,0,248,16,13,277,0,277,0,380,103,248,277,277,,1,4d415790adb513f7f15ba427f11340b1490b041868e65090c05f1453382e3a41,26/06/2023 00:44:36,ESCANER
9384,"Sololá",7,"Santa Catarina Ixtahuacán",6,1156,344,0,0,0,58,5,0,0,125,0,0,1,0,0,0,0,0,0,2,0,2,1,0,194,16,11,221,0,221,0,344,123,194,221,221,,1,c691783d9a8b83edd41a240301ae58e858e2ec463d0fe71097811156dcfae0cc,25/06/2023 23:19:07,ESCANER
9385,"Sololá",7,"Santa Catarina Ixtahuacán",6,1156,343,1,0,0,59,4,0,0,134,0,1,0,0,0,0,0,1,0,1,0,0,2,0,203,12,8,223,0,223,0,343,120,203,223,223,,1,5961130fa85b25f0a357f6cdde9b52e8f802e378412341126b72f5e818a13875,26/06/2023 00:57:20,ESCANER
9386,"Sololá",7,"Santa Catarina Ixtahuacán",6,1157,380,1,0,0,74,5,0,1,169,0,0,0,2,0,1,--,--,--,--,--,--,--,--,253,13,19,285,0,285,1,376,88,253,285,285,Algún campo sin dato,1,50025283a2b5fefd684db3a422b0ff830fef7c3ce5738ea0080ae8944c44db05,26/06/2023 02:40:27,ESCANER
9387,"Sololá",7,"Santa Catarina Ixtahuacán",6,1157,380,0,0,3,80,10,1,0,188,0,0,0,1,0,0,0,0,0,0,1,1,0,0,285,10,20,315,0,315,--,380,65,285,315,315,Algún campo sin dato,1,30a79de069e9bdf514ec225b31edd401de728856554c0c540602d91f0d1eef1f,26/06/2023 00:34:08,ESCANER
9388,"Sololá",7,"Santa Catarina Ixtahuacán",6,1157,380,0,1,2,76,21,0,1,182,0,0,0,8,0,0,0,0,0,1,0,3,0,0,295,5,22,322,0,322,--,380,58,295,322,322,Algún campo sin dato,1,28e3a0782192243f94f9bf23ae330ee4ba8b7ae64cece988d432585f6c599c4d,26/06/2023 02:04:16,ESCANER
9389,"Sololá",7,"Santa Catarina Ixtahuacán",6,1157,380,1,1,0,67,7,0,1,156,0,0,1,1,2,0,0,0,0,0,0,0,1,0,238,11,15,264,0,264,0,380,116,238,264,264,,1,0b57e426fc1079b0d159c87405c13b8d3ab3f56a63e22862535e72c9113f90f1,25/06/2023 23:42:38,ESCANER
9390,"Sololá",7,"Santa Catarina Ixtahuacán",6,1157,380,2,0,0,57,8,0,2,146,0,0,0,0,2,0,0,0,0,0,0,2,0,0,219,19,34,272,0,272,0,380,108,219,272,272,,1,cafe2caf46e62c30eb609b8013741746b5c76faf96ad4c1df99d16fbfec04d4f,25/06/2023 23:59:33,ESCANER
9391,"Sololá",7,"Santa Catarina Ixtahuacán",6,1157,380,2,1,1,65,8,0,1,141,1,0,0,2,2,0,0,1,0,3,0,1,1,0,230,21,30,281,0,281,0,380,99,230,281,281,,1,5c7e5d4b2c9e3fd01ae6d6e3ea880891be92c245bf0325c212c293a37f906b1e,26/06/2023 00:53:06,ESCANER
9392,"Sololá",7,"Santa Catarina Ixtahuacán",6,1157,380,1,0,2,71,14,0,1,162,0,0,0,0,2,0,1,0,1,3,2,0,0,0,260,11,22,293,0,293,0,380,87,260,293,293,,1,b3700096fbb7c6c0ec12f6dec6f5a4b5839af0cec673382a5eed65959b383a49,26/06/2023 01:16:18,ESCANER
9393,"Sololá",7,"Santa Catarina Ixtahuacán",6,1157,380,1,0,2,76,6,0,1,158,0,0,0,2,2,2,0,0,1,0,0,3,2,0,256,9,8,273,0,273,--,380,107,256,273,273,Algún campo sin dato,1,a4f2d24f89019fa0144b69107405017220d2fab6b794f5f99826808aa278f974,26/06/2023 01:12:01,ESCANER
9394,"Sololá",7,"Santa Catarina Ixtahuacán",6,1157,380,1,0,0,58,3,0,1,166,0,0,0,3,0,2,0,0,1,7,0,2,1,0,245,9,18,272,0,272,1,380,108,245,272,272,,1,b17f375f599d93bdae962d0b33f8934f300c7b3e3a5cd564ea16263fb9dbd3b2,26/06/2023 00:42:08,ESCANER
9395,"Sololá",7,"Santa Catarina Ixtahuacán",6,1157,380,0,0,0,69,9,0,0,139,0,0,0,1,0,0,0,0,0,5,0,0,1,0,224,10,15,249,0,249,0,380,131,224,249,249,,1,2044c9d80132eedf21fb67e6dd9748a32cea133fef0739f0f5f1992edb24e36e,26/06/2023 02:47:53,ESCANER
9396,"Sololá",7,"Santa Catarina Ixtahuacán",6,1158,380,5,3,17,63,20,1,1,99,0,0,1,0,1,0,0,0,12,0,0,4,1,1,229,23,63,315,--,--,0,380,65,229,315,315,Algún campo sin dato,1,ecd111e5b1bc199ad57fd4d06e7bec49a75ee7b424e7c3b25094966ae925fbd0,25/06/2023 23:43:23,ESCANER
9397,"Sololá",7,"Santa Catarina Ixtahuacán",6,1158,380,8,0,31,40,12,1,3,82,0,0,0,1,4,1,2,0,14,2,0,0,3,0,204,39,93,336,0,336,0,380,44,204,336,336,,1,16730f38e11d76f38645d54b70dff6168bc8b30d401c715f5fa10542090ebbf9,25/06/2023 23:39:47,ESCANER
9398,"Sololá",7,"Santa Catarina Ixtahuacán",6,1158,298,4,0,23,26,8,2,2,65,0,0,0,1,0,0,0,0,9,0,0,1,5,0,146,20,35,201,0,201,0,298,97,146,201,201,,1,07a0f6b8c126347795767a3bd8ab937246a42562dfbad36c0a15ac2cc3cedd0c,26/06/2023 00:19:11,ESCANER
9399,"Sololá",7,"Santa Catarina Ixtahuacán",6,1158,297,2,0,16,31,5,0,1,77,1,0,0,0,1,0,0,0,7,6,3,3,0,0,153,33,42,228,--,--,--,297,69,153,228,228,Algún campo sin dato,1,f92825d8b7ee27b77a2a6d4bedb43ba4aa981460ef6c6262132bfffb0ac3215f,25/06/2023 23:20:11,ESCANER
9400,"Sololá",7,"Santa Catarina Ixtahuacán",6,1159,380,3,--,--,73,11,--,--,178,--,--,--,--,1,1,2,--,--,8,--,6,--,1,284,12,29,325,--,325,--,380,55,284,325,325,Algún campo sin dato,1,8d9f1adfe4855867f09c2af32a06ebc513243ddad1cd355fb0218085a2d28d82,26/06/2023 02:59:23,ESCANER
9401,"Sololá",7,"Santa Catarina Ixtahuacán",6,1159,380,1,0,0,27,15,0,0,187,0,0,2,--,1,0,1,0,2,0,0,1,--,0,237,22,40,299,0,299,--,378,76,237,299,299,Algún campo sin dato,1,4bda0d3a216376e9b5e0217f19aa62dfec9aee8a6c235dff6d9d0c93d3656715,26/06/2023 05:05:21,ESCANER
9402,"Sololá",7,"Santa Catarina Ixtahuacán",6,1159,380,3,0,0,62,11,0,2,166,0,1,1,1,3,0,1,0,0,4,0,3,1,0,259,13,20,292,0,292,1,380,87,259,292,292,,1,0c25e593b241436ca828346bdad8780395478785d45ef7ab0a0d21c409304f4a,26/06/2023 00:44:57,ESCANER
9403,"Sololá",7,"Santa Catarina Ixtahuacán",6,1159,380,5,0,1,62,9,0,0,162,0,0,0,0,2,0,0,0,0,3,0,8,1,0,253,15,34,302,0,302,0,380,78,253,302,302,,1,168c4b716d8cfae700f0e08f5616cfd81cf12d6fe34e967f594243fbb97444fa,26/06/2023 00:28:13,ESCANER
9404,"Sololá",7,"Santa Catarina Ixtahuacán",6,1159,380,3,0,1,48,3,0,1,176,0,0,1,0,3,0,0,0,0,10,1,4,0,0,251,15,20,286,0,286,--,380,91,251,286,286,Algún campo sin dato,1,1f67459a9b96733516919f60119c9dad7b90ee7fbe1d2ef666336ae28a77cec5,26/06/2023 05:23:15,ESCANER
9405,"Sololá",7,"Santa Catarina Ixtahuacán",6,1159,221,0,0,1,23,2,0,2,121,0,0,1,0,1,0,0,0,0,0,0,0,1,0,152,10,12,174,2,176,0,221,45,152,174,176,,1,471af0cbed6deb162d28d07ee7891b29e699b43cab7c39c2535449c51fb746a4,26/06/2023 01:02:14,ESCANER
9406,"Sololá",7,"Santa Catarina Ixtahuacán",6,1159,221,1,0,2,32,2,0,0,100,0,0,0,0,2,1,0,0,1,1,0,3,0,0,145,10,14,169,0,169,--,221,52,145,169,169,Algún campo sin dato,1,b3935b7173a5a50da622a9a7bda9a040b6b4da9aff71f6f878702be2a8aef3cd,26/06/2023 03:07:16,ESCANER
9407,"Sololá",7,"Santa Catarina Ixtahuacán",6,1160,380,1,1,1,31,12,1,1,168,0,0,0,2,2,1,0,0,0,0,0,1,0,0,222,14,43,279,0,279,0,380,101,222,279,279,,1,b9dd4940e1c99fb5971fd714062c1ca236f436bcfa610d6566ed0eabfb0eaf23,26/06/2023 01:28:50,ESCANER
9408,"Sololá",7,"Santa Catarina Ixtahuacán",6,1160,380,4,0,0,30,25,0,0,200,0,1,0,0,1,0,0,0,0,2,0,0,1,0,264,17,25,306,0,281,0,380,71,264,306,306,Sumas Asentadas sin cuadrar,1,bdf32ed8620f7ac26bcdb1683ff9273dc1cbd9792a7bafd3d354a2d746162495,26/06/2023 00:24:48,ESCANER
9409,"Sololá",7,"Santa Catarina Ixtahuacán",6,1160,380,3,1,1,25,23,0,1,173,0,0,1,1,0,0,1,0,0,4,0,1,2,0,237,27,36,300,0,300,0,380,80,237,300,300,,1,ee6ca314b009f793414aaaf12c5f16219191a561a33e0b66f34ba25db1a8a787,26/06/2023 00:45:02,ESCANER
9410,"Sololá",7,"Santa Catarina Ixtahuacán",6,1160,380,0,0,0,43,10,0,0,164,0,0,0,0,0,0,0,0,0,1,1,0,0,0,219,17,22,258,0,258,--,380,122,219,258,258,Algún campo sin dato,1,58af4a506e3e25951a169426ba23fadcf651c8f2e3228aab9c9e0bf9856796c5,26/06/2023 02:10:05,ESCANER
9411,"Sololá",7,"Santa Catarina Ixtahuacán",6,1160,380,4,--,--,34,21,--,1,165,--,1,--,--,--,--,--,--,1,1,--,4,--,--,232,16,27,275,0,275,1,280,104,232,275,275,Algún campo sin dato,1,fbdad342873e2724ca6efdaa2ea31996fb6c5dcdcdb4a70e2cb0c6d00b2d2dca,26/06/2023 01:30:25,ESCANER
9412,"Sololá",7,"Santa Catarina Ixtahuacán",6,1160,380,1,0,0,29,22,0,2,171,0,0,1,1,0,1,1,0,2,3,0,1,0,0,235,30,32,297,0,297,0,380,83,235,297,297,,1,1de50e563e3b3a2d4d325369fa2b4743d6fcc0f2d8a047025896a1e498d9b256,26/06/2023 01:35:09,ESCANER
9413,"Sololá",7,"Santa Catarina Ixtahuacán",6,1160,380,2,0,1,39,25,1,1,174,0,0,0,0,0,0,0,1,0,3,1,3,0,0,251,25,25,301,7,308,0,380,79,251,301,308,,1,3e1b2d5b43fe2a09416d6753375a99a9a546eee25b383cffbfb9b3f40a7db027,26/06/2023 02:17:00,ESCANER
9414,"Sololá",7,"Santa Catarina Ixtahuacán",6,1160,380,1,2,2,39,21,1,0,174,0,0,0,0,1,1,0,0,0,0,0,2,0,0,244,30,24,298,0,298,0,380,82,244,298,298,,1,1a5a7f532717462523c4dd7738dd81bb47f0bd4893b749cd93a11d946253750b,26/06/2023 00:27:48,ESCANER
9415,"Sololá",7,"Santa Catarina Ixtahuacán",6,1160,380,0,2,1,37,26,1,2,180,0,0,1,0,0,0,1,0,0,1,0,0,0,0,252,22,35,309,0,309,0,380,71,252,309,309,,1,542c715e16ee43ffc321f861667c7beb7f1a563d4bc7b58741829680351e167e,26/06/2023 01:47:37,ESCANER
9416,"Sololá",7,"Santa Catarina Ixtahuacán",6,1160,380,3,0,0,40,15,0,0,156,0,0,2,2,2,0,0,0,0,1,0,3,0,0,224,12,21,257,0,257,--,380,123,224,257,257,Algún campo sin dato,1,51c4b6f1f7d245eecf8239b050c5fdcf952102d8ab23aa03d6497c5ad10d3616,26/06/2023 02:00:18,ESCANER
9417,"Sololá",7,"Santa Catarina Ixtahuacán",6,1160,380,0,2,0,34,7,0,1,185,0,0,1,0,0,0,0,0,1,2,0,0,0,0,233,15,22,270,0,270,0,380,110,233,270,270,,1,5abb78530e2e7838175bd6a52b31b6e964dffcc6a50ec587e668d44805960a73,25/06/2023 22:22:36,ESCANER
9418,"Sololá",7,"Santa Catarina Ixtahuacán",6,1160,380,0,0,0,26,11,0,0,185,0,0,0,0,0,1,0,0,1,2,0,0,0,0,226,24,19,269,0,269,0,380,111,226,269,269,,1,6f22c80dd7f61da5f508ecf81805a1c0122e4dbb94ee66bc6aa034760651085f,26/06/2023 01:20:40,ESCANER
9419,"Sololá",7,"Santa Catarina Ixtahuacán",6,1160,297,0,0,1,34,11,0,0,140,0,0,0,1,1,0,0,0,0,0,0,0,1,0,189,13,12,214,0,214,0,294,80,189,214,214,,1,205e454db5b4552955d90897f82dde4442eeab72b840e4da1cb7d6750141f843,26/06/2023 01:41:55,ESCANER
